sent,headline,param_awareness_level,param_awareness_type,standardized_type,counties,counties_status,weather_pattern,headline_category
2021-10-27 19:24:00+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-27 22:07:53+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-27 22:12:08+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-28 04:14:33+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-28 04:19:36+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-28 06:26:19+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-28 10:55:26+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-30 09:40:30+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-30 09:59:39+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-30 14:28:22+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-30 15:08:59+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-30 15:24:41+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-30 17:47:55+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-30 18:43:52+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-30 18:48:10+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-30 20:36:07+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-31 05:21:56+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-31 08:51:12+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-31 09:10:35+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-31 09:19:12+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-31 09:29:23+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-31 11:17:57+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-31 13:41:35+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-31 17:19:47+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-31 19:18:07+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-10-31 23:00:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-01 04:36:56+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-01 04:42:51+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-11 13:09:15+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-11 18:24:03+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-11 23:08:18+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-12 04:55:48+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-22 16:30:25+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-22 17:07:09+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-22 23:14:41+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-22 23:16:20+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-23 05:16:29+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-24 15:48:09+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-24 15:52:04+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-24 17:01:49+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-24 23:04:28+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-24 23:11:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-25 05:00:03+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-25 05:02:09+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-25 11:07:50+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-25 11:16:20+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-25 12:30:12+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-25 15:57:16+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-25 18:43:25+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-25 23:18:52+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-26 05:22:18+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-26 11:51:30+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-26 11:56:16+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-26 12:44:59+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-26 12:51:53+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-26 13:18:50+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-26 13:26:27+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-26 13:30:13+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-26 23:25:55+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-11-27 05:33:30+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 11:30:46+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 12:24:07+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 12:46:35+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 12:52:43+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 12:59:05+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 13:00:14+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 13:03:28+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 13:05:40+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 13:06:48+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 13:14:35+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 13:22:17+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 13:25:32+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 13:44:20+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 13:52:59+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 16:50:39+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 18:21:22+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-05 21:47:54+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-06 05:16:51+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-06 05:21:51+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-06 12:05:21+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-06 13:51:42+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-06 16:24:06+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-06 17:16:48+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-06 17:18:30+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-06 22:04:12+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-07 05:24:22+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-07 06:58:37+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-07 07:30:46+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-07 09:36:19+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-07 12:07:22+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-07 17:41:07+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-07 21:11:29+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-08 00:20:05+00:00, warning for ,4; red; Extreme,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-08 05:36:13+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-08 10:04:38+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-08 11:33:38+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-08 12:26:29+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-08 13:42:35+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-10 16:24:33+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-10 17:11:39+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-10 22:56:17+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-11 05:25:49+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-11 12:07:28+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-11 12:35:31+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-11 23:04:52+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-12 05:25:36+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-12 11:57:46+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-12 17:24:59+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-13 13:51:03+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-14 05:37:56+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-18 10:58:31+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-18 11:56:23+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-18 15:56:05+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-18 15:59:11+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-18 17:39:29+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-18 23:17:00+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-19 05:47:13+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-19 22:39:00+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-19 22:47:13+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-20 03:02:33+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-20 03:07:25+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-20 06:16:18+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2021-12-21 11:28:06+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
