event_key,Issue Time,issue_count,first_issue,last_issue,Valid From,Valid To,warning_type,warning_text,location,warning_colour
2022-06-27 08:45:15+00:00_2022-06-28 11:00:00+00:00_Yellow Rain_Yellow_Cork,2022-06-27 08:45:15+00:00,1,2022-06-27 08:45:15+00:00,2022-06-27 08:45:15+00:00,2022-06-27 08:45:15+00:00,2022-06-28 11:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Cork,Yellow
2022-06-27 08:45:15+00:00_2022-06-28 13:00:00+00:00_Yellow Rain_Yellow_Waterford,2022-06-27 08:45:15+00:00,1,2022-06-27 08:45:15+00:00,2022-06-27 08:45:15+00:00,2022-06-27 08:45:15+00:00,2022-06-28 13:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Waterford,Yellow
"2022-06-27 11:39:01+00:00_2022-06-28 09:00:00+00:00_Yellow Rain_Yellow_Galway, Mayo, Kerry",2022-06-27 11:39:01+00:00,1,2022-06-27 11:39:01+00:00,2022-06-27 11:39:01+00:00,2022-06-27 11:39:01+00:00,2022-06-28 09:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.","Galway, Mayo, Kerry",Yellow
2022-06-27 11:39:01+00:00_2022-06-28 11:00:00+00:00_Yellow Rain_Yellow_Cork,2022-06-27 11:39:01+00:00,1,2022-06-27 11:39:01+00:00,2022-06-27 11:39:01+00:00,2022-06-27 11:39:01+00:00,2022-06-28 11:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Cork,Yellow
2022-06-27 11:39:01+00:00_2022-06-28 13:00:00+00:00_Yellow Rain_Yellow_Waterford,2022-06-27 11:39:01+00:00,1,2022-06-27 11:39:01+00:00,2022-06-27 11:39:01+00:00,2022-06-27 11:39:01+00:00,2022-06-28 13:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Waterford,Yellow
"2022-06-27 16:14:11+00:00_2022-06-28 09:00:00+00:00_Yellow Rain_Yellow_Galway, Mayo, Kerry",2022-06-27 16:14:11+00:00,1,2022-06-27 16:14:11+00:00,2022-06-27 16:14:11+00:00,2022-06-27 16:14:11+00:00,2022-06-28 09:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.","Galway, Mayo, Kerry",Yellow
2022-06-27 16:14:11+00:00_2022-06-28 11:00:00+00:00_Yellow Rain_Yellow_Cork,2022-06-27 16:14:11+00:00,1,2022-06-27 16:14:11+00:00,2022-06-27 16:14:11+00:00,2022-06-27 16:14:11+00:00,2022-06-28 11:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Cork,Yellow
2022-06-27 16:14:11+00:00_2022-06-28 13:00:00+00:00_Yellow Rain_Yellow_Waterford,2022-06-27 16:14:11+00:00,1,2022-06-27 16:14:11+00:00,2022-06-27 16:14:11+00:00,2022-06-27 16:14:11+00:00,2022-06-28 13:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Waterford,Yellow
"2022-06-27 22:16:53+00:00_2022-06-28 09:00:00+00:00_Yellow Rain_Yellow_Galway, Mayo, Kerry",2022-06-27 22:16:53+00:00,1,2022-06-27 22:16:53+00:00,2022-06-27 22:16:53+00:00,2022-06-27 22:16:53+00:00,2022-06-28 09:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.","Galway, Mayo, Kerry",Yellow
2022-06-27 22:16:53+00:00_2022-06-28 11:00:00+00:00_Yellow Rain_Yellow_Cork,2022-06-27 22:16:53+00:00,1,2022-06-27 22:16:53+00:00,2022-06-27 22:16:53+00:00,2022-06-27 22:16:53+00:00,2022-06-28 11:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Cork,Yellow
2022-06-27 22:16:53+00:00_2022-06-28 13:00:00+00:00_Yellow Rain_Yellow_Waterford,2022-06-27 22:16:53+00:00,1,2022-06-27 22:16:53+00:00,2022-06-27 22:16:53+00:00,2022-06-27 22:16:53+00:00,2022-06-28 13:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Waterford,Yellow
"2022-06-28 04:08:23+00:00_2022-06-28 09:00:00+00:00_Yellow Rain_Yellow_Galway, Mayo, Kerry",2022-06-28 04:08:23+00:00,1,2022-06-28 04:08:23+00:00,2022-06-28 04:08:23+00:00,2022-06-28 04:08:23+00:00,2022-06-28 09:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.","Galway, Mayo, Kerry",Yellow
2022-06-28 04:08:23+00:00_2022-06-28 11:00:00+00:00_Yellow Rain_Yellow_Cork,2022-06-28 04:08:23+00:00,1,2022-06-28 04:08:23+00:00,2022-06-28 04:08:23+00:00,2022-06-28 04:08:23+00:00,2022-06-28 11:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Cork,Yellow
2022-06-28 04:08:23+00:00_2022-06-28 13:00:00+00:00_Yellow Rain_Yellow_Waterford,2022-06-28 04:08:23+00:00,1,2022-06-28 04:08:23+00:00,2022-06-28 04:08:23+00:00,2022-06-28 04:08:23+00:00,2022-06-28 13:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Waterford,Yellow
"2022-06-28 06:54:32+00:00_2022-06-28 07:00:00+00:00_Yellow Rain_Yellow_Galway, Mayo, Kerry",2022-06-28 06:54:32+00:00,1,2022-06-28 06:54:32+00:00,2022-06-28 06:54:32+00:00,2022-06-28 06:54:32+00:00,2022-06-28 07:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.","Galway, Mayo, Kerry",Yellow
2022-06-28 06:54:32+00:00_2022-06-28 11:00:00+00:00_Yellow Rain_Yellow_Cork,2022-06-28 06:54:32+00:00,1,2022-06-28 06:54:32+00:00,2022-06-28 06:54:32+00:00,2022-06-28 06:54:32+00:00,2022-06-28 11:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Cork,Yellow
2022-06-28 06:54:32+00:00_2022-06-28 13:00:00+00:00_Yellow Rain_Yellow_Waterford,2022-06-28 06:54:32+00:00,1,2022-06-28 06:54:32+00:00,2022-06-28 06:54:32+00:00,2022-06-28 06:54:32+00:00,2022-06-28 13:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Waterford,Yellow
2022-06-28 07:10:11+00:00_2022-06-28 07:30:00+00:00_Yellow Rain_Yellow_Cork,2022-06-28 07:10:11+00:00,1,2022-06-28 07:10:11+00:00,2022-06-28 07:10:11+00:00,2022-06-28 07:10:11+00:00,2022-06-28 07:30:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Cork,Yellow
2022-06-28 07:10:11+00:00_2022-06-28 13:00:00+00:00_Yellow Rain_Yellow_Waterford,2022-06-28 07:10:11+00:00,1,2022-06-28 07:10:11+00:00,2022-06-28 07:10:11+00:00,2022-06-28 07:10:11+00:00,2022-06-28 13:00:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Waterford,Yellow
2022-06-28 07:11:36+00:00_2022-06-28 07:30:00+00:00_Yellow Rain_Yellow_Cork,2022-06-28 07:11:36+00:00,1,2022-06-28 07:11:36+00:00,2022-06-28 07:11:36+00:00,2022-06-28 07:11:36+00:00,2022-06-28 07:30:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Cork,Yellow
2022-06-28 07:11:36+00:00_2022-06-28 07:30:00+00:00_Yellow Rain_Yellow_Waterford,2022-06-28 07:11:36+00:00,1,2022-06-28 07:11:36+00:00,2022-06-28 07:11:36+00:00,2022-06-28 07:11:36+00:00,2022-06-28 07:30:00+00:00,Yellow Rain,"Spells of heavy rain at times, heaviest in coastal and mountainous areas. Localised flooding and isolated thunderstorms possible.",Waterford,Yellow
2022-07-15 08:48:27+00:00_2022-07-19 20:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-07-15 08:48:27+00:00,1,2022-07-15 08:48:27+00:00,2022-07-15 08:48:27+00:00,2022-07-15 08:48:27+00:00,2022-07-19 20:00:00+00:00,Yellow High Temperature,"On Sunday, Monday and Tuesday exceptionally warm weather will occur over Ireland with daytime temperatures of 25 to 30 degrees generally and possibly up to 32 degrees in places on Monday. Night time temperatures will range from 15 to 20 degrees. 

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Ireland,Yellow
2022-07-17 08:23:51+00:00_2022-07-18 23:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-07-17 08:23:51+00:00,1,2022-07-17 08:23:51+00:00,2022-07-17 08:23:51+00:00,2022-07-17 08:23:51+00:00,2022-07-18 23:00:00+00:00,Yellow High Temperature,"On Sunday and Monday exceptionally warm weather will occur over Ireland with daytime temperatures of 25 to 30 degrees generally and possibly up to 32 degrees in places on Monday. Night time temperatures will range from 15 to 20 degrees. 

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Ireland,Yellow
2022-07-17 08:23:51+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-17 08:23:51+00:00,1,2022-07-17 08:23:51+00:00,2022-07-17 08:23:51+00:00,2022-07-17 08:23:51+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
2022-07-17 16:02:13+00:00_2022-07-18 23:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-07-17 16:02:13+00:00,1,2022-07-17 16:02:13+00:00,2022-07-17 16:02:13+00:00,2022-07-17 16:02:13+00:00,2022-07-18 23:00:00+00:00,Yellow High Temperature,"On Sunday and Monday exceptionally warm weather will occur over Ireland with daytime temperatures of 25 to 30 degrees generally and possibly up to 32 degrees in places on Monday. Night time temperatures will range from 15 to 20 degrees. 

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Ireland,Yellow
2022-07-17 16:02:13+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-17 16:02:13+00:00,1,2022-07-17 16:02:13+00:00,2022-07-17 16:02:13+00:00,2022-07-17 16:02:13+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
2022-07-18 02:14:39+00:00_2022-07-18 23:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-07-18 02:14:39+00:00,1,2022-07-18 02:14:39+00:00,2022-07-18 02:14:39+00:00,2022-07-18 02:14:39+00:00,2022-07-18 23:00:00+00:00,Yellow High Temperature,"On Sunday and Monday exceptionally warm weather will occur over Ireland with daytime temperatures of 25 to 30 degrees generally and possibly up to 32 degrees in places on Monday. Night time temperatures will range from 15 to 20 degrees. 

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Ireland,Yellow
2022-07-18 02:14:39+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-18 02:14:39+00:00,1,2022-07-18 02:14:39+00:00,2022-07-18 02:14:39+00:00,2022-07-18 02:14:39+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
2022-07-18 19:21:56+00:00_2022-07-18 23:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-07-18 19:21:56+00:00,1,2022-07-18 19:21:56+00:00,2022-07-18 19:21:56+00:00,2022-07-18 19:21:56+00:00,2022-07-18 23:00:00+00:00,Yellow High Temperature,"On Sunday and Monday exceptionally warm weather will occur over Ireland with daytime temperatures of 25 to 30 degrees generally and possibly up to 32 degrees in places on Monday. Night time temperatures will range from 15 to 20 degrees. 

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Ireland,Yellow
2022-07-18 19:21:56+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-18 19:21:56+00:00,1,2022-07-18 19:21:56+00:00,2022-07-18 19:21:56+00:00,2022-07-18 19:21:56+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
2022-07-18 22:13:17+00:00_2022-07-18 23:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-07-18 22:13:17+00:00,1,2022-07-18 22:13:17+00:00,2022-07-18 22:13:17+00:00,2022-07-18 22:13:17+00:00,2022-07-18 23:00:00+00:00,Yellow High Temperature,"On Sunday and Monday exceptionally warm weather will occur over Ireland with daytime temperatures of 25 to 30 degrees generally and possibly up to 32 degrees in places on Monday. Night time temperatures will range from 15 to 20 degrees. 

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Ireland,Yellow
2022-07-18 22:13:17+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-18 22:13:17+00:00,1,2022-07-18 22:13:17+00:00,2022-07-18 22:13:17+00:00,2022-07-18 22:13:17+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
2022-07-19 04:39:44+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-19 04:39:44+00:00,1,2022-07-19 04:39:44+00:00,2022-07-19 04:39:44+00:00,2022-07-19 04:39:44+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
2022-07-19 08:30:45+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-19 08:30:45+00:00,1,2022-07-19 08:30:45+00:00,2022-07-19 08:30:45+00:00,2022-07-19 08:30:45+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
"2022-07-19 08:30:45+00:00_2022-07-19 20:00:00+00:00_Yellow Thunderstorm_Yellow_Carlow, Kilkenny, Wexford, Wicklow, Cork, Tipperary, Waterford",2022-07-19 08:30:45+00:00,1,2022-07-19 08:30:45+00:00,2022-07-19 08:30:45+00:00,2022-07-19 08:30:45+00:00,2022-07-19 20:00:00+00:00,Yellow Thunderstorm,Thuderstorm activity today for southern and eastern areas with localised heavy rainfall which may cause some localised flooding.,"Carlow, Kilkenny, Wexford, Wicklow, Cork, Tipperary, Waterford",Yellow
2022-07-19 11:15:11+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-19 11:15:11+00:00,1,2022-07-19 11:15:11+00:00,2022-07-19 11:15:11+00:00,2022-07-19 11:15:11+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
"2022-07-19 11:15:11+00:00_2022-07-19 20:00:00+00:00_Yellow Thunderstorm_Yellow_Carlow, Kilkenny, Wexford, Wicklow, Cavan, Donegal, Cork, Tipperary, Waterford, Leitrim",2022-07-19 11:15:11+00:00,1,2022-07-19 11:15:11+00:00,2022-07-19 11:15:11+00:00,2022-07-19 11:15:11+00:00,2022-07-19 20:00:00+00:00,Yellow Thunderstorm,Thuderstorm activity today with localised downpours.,"Carlow, Kilkenny, Wexford, Wicklow, Cavan, Donegal, Cork, Tipperary, Waterford, Leitrim",Yellow
2022-07-19 11:18:13+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-19 11:18:13+00:00,1,2022-07-19 11:18:13+00:00,2022-07-19 11:18:13+00:00,2022-07-19 11:18:13+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
"2022-07-19 11:18:13+00:00_2022-07-19 20:00:00+00:00_Yellow Thunderstorm_Yellow_Carlow, Kilkenny, Wexford, Wicklow, Cavan, Donegal, Cork, Tipperary, Waterford, Leitrim",2022-07-19 11:18:13+00:00,1,2022-07-19 11:18:13+00:00,2022-07-19 11:18:13+00:00,2022-07-19 11:18:13+00:00,2022-07-19 20:00:00+00:00,Yellow Thunderstorm,Thunderstorm activity today with localised downpours.,"Carlow, Kilkenny, Wexford, Wicklow, Cavan, Donegal, Cork, Tipperary, Waterford, Leitrim",Yellow
2022-07-19 12:16:36+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-19 12:16:36+00:00,1,2022-07-19 12:16:36+00:00,2022-07-19 12:16:36+00:00,2022-07-19 12:16:36+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
"2022-07-19 12:16:36+00:00_2022-07-19 20:00:00+00:00_Yellow Thunderstorm_Yellow_Carlow, Dublin, Kilkenny, Louth, Meath, Wexford, Wicklow, Cavan, Donegal, Cork, Tipperary, Waterford, Leitrim",2022-07-19 12:16:36+00:00,1,2022-07-19 12:16:36+00:00,2022-07-19 12:16:36+00:00,2022-07-19 12:16:36+00:00,2022-07-19 20:00:00+00:00,Yellow Thunderstorm,Thunderstorm activity today with localised downpours.,"Carlow, Dublin, Kilkenny, Louth, Meath, Wexford, Wicklow, Cavan, Donegal, Cork, Tipperary, Waterford, Leitrim",Yellow
2022-07-19 13:38:01+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-19 13:38:01+00:00,1,2022-07-19 13:38:01+00:00,2022-07-19 13:38:01+00:00,2022-07-19 13:38:01+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
2022-07-19 16:31:19+00:00_2022-07-19 18:00:00+00:00_Yellow High Temperature_Yellow_Leinster,2022-07-19 16:31:19+00:00,1,2022-07-19 16:31:19+00:00,2022-07-19 16:31:19+00:00,2022-07-19 16:31:19+00:00,2022-07-19 18:00:00+00:00,Yellow High Temperature,"On Tuesday the very warm weather will continue to occur over Leinster with daytime temperatures of 25 to 28 degrees.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents 

See Fire danger notice and full safety advice on www.gov.ie/summerready

",Leinster,Yellow
"2022-07-24 15:20:52+00:00_2022-07-24 19:00:00+00:00_Yellow Thunderstorm_Yellow_Cavan, Donegal, Monaghan, Leitrim, Sligo, Louth, Meath",2022-07-24 15:20:52+00:00,1,2022-07-24 15:20:52+00:00,2022-07-24 15:20:52+00:00,2022-07-24 15:20:52+00:00,2022-07-24 19:00:00+00:00,Yellow Thunderstorm,"Thunderstorm activity is expected this afternoon and evening, leading to heavy rainfall which may cause spot flooding.","Cavan, Donegal, Monaghan, Leitrim, Sligo, Louth, Meath",Yellow
"2022-07-31 14:06:31+00:00_2022-08-02 11:00:00+00:00_Yellow Rain_Yellow_Clare, Kerry, Galway",2022-07-31 14:06:31+00:00,1,2022-07-31 14:06:31+00:00,2022-07-31 14:06:31+00:00,2022-07-31 14:06:31+00:00,2022-08-02 11:00:00+00:00,Yellow Rain,Heavy rain may lead to localised flooding.,"Clare, Kerry, Galway",Yellow
"2022-07-31 21:10:13+00:00_2022-08-02 11:00:00+00:00_Yellow Rain_Yellow_Clare, Kerry, Galway",2022-07-31 21:10:13+00:00,1,2022-07-31 21:10:13+00:00,2022-07-31 21:10:13+00:00,2022-07-31 21:10:13+00:00,2022-08-02 11:00:00+00:00,Yellow Rain,Heavy rain may lead to localised flooding.,"Clare, Kerry, Galway",Yellow
"2022-08-01 09:24:14+00:00_2022-08-02 11:00:00+00:00_Yellow Rain_Yellow_Clare, Kerry, Galway, Mayo",2022-08-01 09:24:14+00:00,1,2022-08-01 09:24:14+00:00,2022-08-01 09:24:14+00:00,2022-08-01 09:24:14+00:00,2022-08-02 11:00:00+00:00,Yellow Rain,Heavy rain may lead to localised flooding and hazardous driving conditions.,"Clare, Kerry, Galway, Mayo",Yellow
"2022-08-01 10:18:20+00:00_2022-08-02 11:00:00+00:00_Yellow Rain_Yellow_Clare, Kerry, Galway, Mayo",2022-08-01 10:18:20+00:00,1,2022-08-01 10:18:20+00:00,2022-08-01 10:18:20+00:00,2022-08-01 10:18:20+00:00,2022-08-02 11:00:00+00:00,Yellow Rain,Heavy rain may lead to localised flooding and hazardous driving conditions.,"Clare, Kerry, Galway, Mayo",Yellow
"2022-08-01 16:10:14+00:00_2022-08-02 11:00:00+00:00_Yellow Rain_Yellow_Clare, Kerry, Galway, Mayo",2022-08-01 16:10:14+00:00,1,2022-08-01 16:10:14+00:00,2022-08-01 16:10:14+00:00,2022-08-01 16:10:14+00:00,2022-08-02 11:00:00+00:00,Yellow Rain,Heavy rain may lead to localised flooding and hazardous driving conditions.,"Clare, Kerry, Galway, Mayo",Yellow
"2022-08-02 05:30:40+00:00_2022-08-02 11:00:00+00:00_Yellow Rain_Yellow_Clare, Kerry, Galway",2022-08-02 05:30:40+00:00,1,2022-08-02 05:30:40+00:00,2022-08-02 05:30:40+00:00,2022-08-02 05:30:40+00:00,2022-08-02 11:00:00+00:00,Yellow Rain,Heavy rain may lead to localised flooding and hazardous driving conditions.,"Clare, Kerry, Galway",Yellow
"2022-08-02 07:08:09+00:00_2022-08-02 11:00:00+00:00_Yellow Rain_Yellow_Clare, Kerry, Galway",2022-08-02 07:08:09+00:00,1,2022-08-02 07:08:09+00:00,2022-08-02 07:08:09+00:00,2022-08-02 07:08:09+00:00,2022-08-02 11:00:00+00:00,Yellow Rain,Heavy rain may lead to localised flooding and hazardous driving conditions.,"Clare, Kerry, Galway",Yellow
"2022-08-09 14:27:26+00:00_2022-08-14 05:00:00+00:00_Yellow High Temperature_Yellow_Leinster, Munster",2022-08-09 14:27:26+00:00,1,2022-08-09 14:27:26+00:00,2022-08-09 14:27:26+00:00,2022-08-09 14:27:26+00:00,2022-08-14 05:00:00+00:00,Yellow High Temperature,"Very warm or hot on Thursday, Friday and Saturday with maximum temperatures generally of 27 to 29 degrees. Warm at night with temperatures generally staying above 15 degrees. Daytime temperatures may not be as high in coastal areas due to sea breezes.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents","Leinster, Munster",Yellow
"2022-08-11 08:13:49+00:00_2022-08-12 11:00:00+00:00_Yellow High Temperature_Yellow_Leinster, Munster",2022-08-11 08:13:49+00:00,1,2022-08-11 08:13:49+00:00,2022-08-11 08:13:49+00:00,2022-08-11 08:13:49+00:00,2022-08-12 11:00:00+00:00,Yellow High Temperature,"Very warm or hot today with maximum temperatures generally of 27 to 29 degrees and locally higher. Warm tonight with temperatures generally staying above 15 degrees. Daytime temperatures may not be as high in coastal areas due to sea breezes.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents","Leinster, Munster",Yellow
2022-08-11 08:13:49+00:00_2022-08-14 05:00:00+00:00_Yellow High Temperature_Yellow_Ireland,2022-08-11 08:13:49+00:00,1,2022-08-11 08:13:49+00:00,2022-08-11 08:13:49+00:00,2022-08-11 08:13:49+00:00,2022-08-14 05:00:00+00:00,Yellow High Temperature,"Very warm or hot on Friday and Saturday with maximum temperatures generally of 27 to 29 degrees and locally higher. Warm overnight with minimum temperatures generally around 15 degrees. Temperatures may not be as high in coastal areas due to sea breezes, particularly in the northwest.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents",Ireland,Yellow
"2022-08-12 09:38:59+00:00_2022-08-12 11:00:00+00:00_Yellow High Temperature_Yellow_Leinster, Munster",2022-08-12 09:38:59+00:00,1,2022-08-12 09:38:59+00:00,2022-08-12 09:38:59+00:00,2022-08-12 09:38:59+00:00,2022-08-12 11:00:00+00:00,Yellow High Temperature,"Very warm or hot today with maximum temperatures generally of 27 to 29 degrees and locally higher. Warm tonight with temperatures generally staying above 15 degrees. Daytime temperatures may not be as high in coastal areas due to sea breezes.

Impacts:
•	Heat stress, especially for the more vulnerable of the population
•	High Solar UV index
•	Risk of water related incidents","Leinster, Munster",Yellow
