id,name,irish_name,county,country,type
43316,Shanmullagh North,An Seanmhullach Thuaidh,Monaghan,Republic of Ireland,Townland
43317,Shanmullagh South,An Seanmhullach Theas,Monaghan,Republic of Ireland,Townland
43318,Shannabooly,An tSeanbhuaile,Limerick,Republic of Ireland,Townland
43319,Shannacool,An tSeanchúil,Clare,Republic of Ireland,Townland
43320,Shannadonnell,Seanadh Mhac Dónaill,Galway,Republic of Ireland,Townland
43321,Shannadullaghaun,Seanadh Dolacháin,Galway,Republic of Ireland,Townland
43322,Shannafreaghoge,Seanadh Fhraochóg,Galway,Republic of Ireland,Townland
43323,Shannagh,Seanach,Donegal,Republic of Ireland,Townland
43324,Shannagh,Seanach,Donegal,Republic of Ireland,Townland
43325,Shannagh,An Seanach,Leitrim,Republic of Ireland,Townland
43326,Shannagh Beg,Seanach Beag,Galway,Republic of Ireland,Townland
43327,Shannaghdoo,Seanach Dubh,Donegal,Republic of Ireland,Townland
43328,Shannagh More,Seanach Mór,Galway,Republic of Ireland,Townland
43329,Shannagurraun,Seanadh Gharráin,Galway,Republic of Ireland,Townland
43330,Shannakea Beg,Seanachae Beag,Clare,Republic of Ireland,Townland
43331,Shannakea More,Seanachae Mór,Clare,Republic of Ireland,Townland
43332,Shannakeela,Seanadh Chaola,Galway,Republic of Ireland,Townland
43333,Shannaknock,An Seanchnoc,Clare,Republic of Ireland,Townland
43334,Shannakyle,An tSeanchill,Clare,Republic of Ireland,Townland
43335,Shannanagower,Seanadh na nGabhar,Galway,Republic of Ireland,Townland
43336,Shannapheasteen,Seanadh Phéistín,Galway,Republic of Ireland,Townland
43337,Shannasmore,,Mayo,Republic of Ireland,Townland
43338,Shannaunnafeola,Seanadh na Feola,Galway,Republic of Ireland,Townland
43339,Shannavara,Seanadh Bhéara,Galway,Republic of Ireland,Townland
43340,Shannawagh,Seanadh Mhacha,Galway,Republic of Ireland,Townland
43341,Shannawirra,Seanadh Bhuire,Galway,Republic of Ireland,Townland
43342,Shannawona,Seanabhán,Galway,Republic of Ireland,Townland
43343,Shannawoneen,Seanadh Mhóinín,Galway,Republic of Ireland,Townland
43344,Shannera Lower,,Kerry,Republic of Ireland,Townland
43345,Shannera Upper,,Kerry,Republic of Ireland,Townland
43346,Shannon,Sionainn,Clare,Republic of Ireland,Town/Village
43347,Shannonbridge,Droichead na Sionainne,Offaly,Republic of Ireland,Town/Village
43348,Shannon Eighter,,Sligo,Republic of Ireland,Townland
43349,Shannongrove,Cill na Siúrach,Limerick,Republic of Ireland,Townland
43350,Shannonhall,Halla na Sionainne,Tipperary,Republic of Ireland,Townland
43351,Shannon Harbour,Caladh na Sionainne,Offaly,Republic of Ireland,Town/Village
43352,Shannon Lower,,Donegal,Republic of Ireland,Townland
43353,Shannon Middle,,Donegal,Republic of Ireland,Townland
43354,Shannon Oughter,,Sligo,Republic of Ireland,Townland
43355,Shannonpark,Páirc Shannon,Cork,Republic of Ireland,Townland
43356,Shannonspark East,Páirc Uí Sheanáin Thoir,Sligo,Republic of Ireland,Townland
43357,Shannonspark West,Páirc Uí Sheanáin Thiar,Sligo,Republic of Ireland,Townland
43358,Shannonvale,Cill Teilleog,Tipperary,Republic of Ireland,Townland
43359,Shannonview,Baile Radharc na Sionainne,Limerick,Republic of Ireland,Townland
43360,Shannow,,Cavan,Republic of Ireland,Townland
43361,Shannow Lower,,Cavan,Republic of Ireland,Townland
43362,Shannow Upper,,Cavan,Republic of Ireland,Townland
43363,Shannow Wood,Coill Sheanaidh,Cavan,Republic of Ireland,Townland
43364,Shanonagh,Seandomhnach,Westmeath,Republic of Ireland,Townland
43365,Shanoo,,Wexford,Republic of Ireland,Townland
43366,Shanowle,Seanabhaill,Wexford,Republic of Ireland,Townland
43367,Shanpallas,An tSeanphailís,Limerick,Republic of Ireland,Townland
43368,Shanragh,,Laois,Republic of Ireland,Townland
43369,Shanrah,An Seanráth,Monaghan,Republic of Ireland,Townland
43370,Shanrahan,Seanraithin,Tipperary,Republic of Ireland,Townland
43371,Shanraheen,,Kildare,Republic of Ireland,Townland
43372,Shanrath,An Seanráth,Kildare,Republic of Ireland,Townland
43373,Shanrath,An tSeanráth,Limerick,Republic of Ireland,Townland
43374,Shanrath East,An Seanráth Thoir,Kildare,Republic of Ireland,Townland
43375,Shanrath West,An Seanráth Thiar,Kildare,Republic of Ireland,Townland
43376,Shanraw,An Seanráth,Leitrim,Republic of Ireland,Townland
43377,Shanrawy,An tSeanráith,Mayo,Republic of Ireland,Townland
43378,Shanroe,An Seanrú,Monaghan,Republic of Ireland,Townland
43379,Shantalliv,Seantalamh,Kerry,Republic of Ireland,Townland
43380,Shantallow,Seantalamh,Galway,Republic of Ireland,Townland
43381,Shantallow,Seantalamh,Galway,Republic of Ireland,Townland
43382,Shantallow,Seantalamh,Galway,Republic of Ireland,Townland
43383,Shantallow,,Mayo,Republic of Ireland,Townland
43384,Shantemon,,Cavan,Republic of Ireland,Townland
43385,Shantonagh,Seantonnach,Monaghan,Republic of Ireland,Town/Village
43386,Shantony,An tSeantamhnaigh,Monaghan,Republic of Ireland,Townland
43387,Shantraud,An tSeantsráid,Clare,Republic of Ireland,Townland
43388,Shantraud,An tSeantsráid,Limerick,Republic of Ireland,Townland
43389,Shantulla,Seantulach,Clare,Republic of Ireland,Townland
43390,Shantullig North,An tSeantulaigh Thuaidh,Cork,Republic of Ireland,Townland
43391,Shantullig South,An tSeantulaigh Theas,Cork,Republic of Ireland,Townland
43392,Shantully,,Cavan,Republic of Ireland,Townland
43393,Shantum,An Seantom,Longford,Republic of Ireland,Townland
43394,Shanvaghera,An Seanmhachaire,Mayo,Republic of Ireland,Townland
43395,Shanvaghey,An Seanmhachaire,Laois,Republic of Ireland,Townland
43396,Shanvally,An Seanbhaile,Galway,Republic of Ireland,Townland
43397,Shanvally,An Seanbhaile,Galway,Republic of Ireland,Townland
43398,Shanvally,An Seanbhaile,Galway,Republic of Ireland,Townland
43399,Shanvally,,Laois,Republic of Ireland,Townland
43400,Shanvally,An Trian Láir,Mayo,Republic of Ireland,Townland
43401,Shanvally,,Mayo,Republic of Ireland,Townland
43402,Shanvally,An Seanbhaile,Offaly,Republic of Ireland,Townland
43403,Shanvally,An Seanbhaile,Tipperary,Republic of Ireland,Townland
43404,Shanvallyard,An Seanbhaile Ard,Mayo,Republic of Ireland,Townland
43405,Shanvallybeg,An Seanbhaile Beag,Cork,Republic of Ireland,Townland
43406,Shanvallybeg,An Seanbhaile Beag,Mayo,Republic of Ireland,Townland
43407,Shanvallyboght,,Mayo,Republic of Ireland,Townland
43408,Shanvallycahill,Seanbhaile Chathail,Mayo,Republic of Ireland,Townland
43409,Shanvallyhugh,Seanbhaile Aodha,Mayo,Republic of Ireland,Townland
43410,Shanvallyshane,Seanbhaile Sheáin,Cork,Republic of Ireland,Townland
43411,Shanvaus,An Seanmhás,Leitrim,Republic of Ireland,Townland
43412,Shanvodinnaun,,Mayo,Republic of Ireland,Townland
43413,Shanvogh,Seanbhoith,Clare,Republic of Ireland,Townland
43414,Shanvoher,An Seanbhóthar,Galway,Republic of Ireland,Townland
43415,Shanvolahan,Seanbhoth Leathan,Mayo,Republic of Ireland,Townland
43416,Shanvoley,An tSeanbhuaile,Galway,Republic of Ireland,Townland
43417,Shanvoley,An tSeanbhuaile,Mayo,Republic of Ireland,Townland
43418,Shanvoley,,Roscommon,Republic of Ireland,Townland
43419,Shanwar,An Seanbharr,Mayo,Republic of Ireland,Townland
43420,Sharagore,,Donegal,Republic of Ireland,Townland
43421,Sharavogue,Searbhóg,Offaly,Republic of Ireland,Town/Village
43422,Sharon Glebe,Gléib Sháráin,Donegal,Republic of Ireland,Townland
43423,Sharragh,Searrach,Tipperary,Republic of Ireland,Townland
43424,Sharvoge,Searbhóg,Longford,Republic of Ireland,Townland
43425,Shasgar,An Seas Gearr,Leitrim,Republic of Ireland,Townland
43426,Shasmore,An Seas Mór,Leitrim,Republic of Ireland,Townland
43427,Shass,An Seas,Leitrim,Republic of Ireland,Townland
43428,Shawstown,Baile Sheá,Wexford,Republic of Ireland,Townland
43429,Sheafield North,Páirc na bPunann Thuaidh,Kilkenny,Republic of Ireland,Townland
43430,Sheafield South,Páirc na bPunann Theas,Kilkenny,Republic of Ireland,Townland
43431,Shean,An Sián,Cork,Republic of Ireland,Townland
43432,Shean,An Sián,Cork,Republic of Ireland,Townland
43433,Shean,An Sián,Offaly,Republic of Ireland,Townland
43434,Shean Beg,An Sián Beag,Waterford,Republic of Ireland,Townland
43435,Sheanliss,An Seanlios,Cork,Republic of Ireland,Townland
43436,Shean Lower,An Sián Íochtarach,Cork,Republic of Ireland,Townland
43437,Shean More,An Sián Mór,Waterford,Republic of Ireland,Townland
43438,Sheans East,Na Siáin Thoir,Kerry,Republic of Ireland,Townland
43439,Sheans West,Na Siáin Thiar,Kerry,Republic of Ireland,Townland
43440,Shean Upper,An Sián Uachtarach,Cork,Republic of Ireland,Townland
43441,Sheastown,Baile an Fhasaigh,Kilkenny,Republic of Ireland,Townland
43442,Sheastown,,Wexford,Republic of Ireland,Townland
43443,Shee,Sí,Monaghan,Republic of Ireland,Townland
43444,Sheean,An Sián,Carlow,Republic of Ireland,Townland
43445,Sheean,An Sián,Kildare,Republic of Ireland,Townland
43446,Sheean,An Sián,Kildare,Republic of Ireland,Townland
43447,Sheean,An Sián,Leitrim,Republic of Ireland,Townland
43448,Sheean,An Sián,Mayo,Republic of Ireland,Town/Village
43449,Sheean,An Sián,Roscommon,Republic of Ireland,Townland
43450,Sheean,An Sián,Westmeath,Republic of Ireland,Townland
43451,Sheean,An Sián,Westmeath,Republic of Ireland,Townland
43452,Sheeanabeg,,Wicklow,Republic of Ireland,Townland
43453,Sheeana More,,Wicklow,Republic of Ireland,Townland
43454,Sheeanmore,An Sián Mór,Mayo,Republic of Ireland,Townland
43455,Sheeanmore,,Sligo,Republic of Ireland,Townland
43456,Sheeans,An Sián,Mayo,Republic of Ireland,Townland
43457,Sheeaun,An Sián,Clare,Republic of Ireland,Townland
43458,Sheeaun,An Sián,Clare,Republic of Ireland,Townland
43459,Sheeaun,An Sián,Clare,Republic of Ireland,Townland
43460,Sheeaun,An Sián,Galway,Republic of Ireland,Townland
43461,Sheeaun,An Suíochán,Galway,Republic of Ireland,Townland
43462,Sheeaunpark,An Sián,Galway,Republic of Ireland,Townland
43463,Sheeaunroe,An Sián Rua,Galway,Republic of Ireland,Townland
43464,Sheeaunrush,Sián Ruis,Galway,Republic of Ireland,Townland
43465,Sheeauns,Na Siáin,Galway,Republic of Ireland,Townland
43466,Sheebeg,An tSí Bheag,Leitrim,Republic of Ireland,Townland
43467,Sheefin,,Westmeath,Republic of Ireland,Townland
43468,Sheegan,Oiléan an Chnaipe,Galway,Republic of Ireland,Townland
43469,Sheegeeragh,,Roscommon,Republic of Ireland,Townland
43470,Sheegorey,Sí Ghuaire,Roscommon,Republic of Ireland,Townland
43471,Sheegys,,Donegal,Republic of Ireland,Townland
43472,Sheehane,Sitheán,Tipperary,Republic of Ireland,Townland
43473,Sheehaun,An Sián,Roscommon,Republic of Ireland,Townland
43474,Sheelagh,Saileogach,Louth,Republic of Ireland,Townland
43475,Sheelruddera,Síol Ridire,Tipperary,Republic of Ireland,Townland
43476,Sheemore,An tSí Mhór,Leitrim,Republic of Ireland,Townland
43477,Sheena,Siánaigh,Leitrim,Republic of Ireland,Townland
43478,Sheeny,,Meath,Republic of Ireland,Townland
43479,Sheepgrange,Gráinseach na gCaorach,Louth,Republic of Ireland,Townland
43480,Sheephill,Cnoc na gCaorach,Dublin,Republic of Ireland,Townland
43481,Sheephouse,Síopús,Meath,Republic of Ireland,Townland
43482,Sheephouse,,Wexford,Republic of Ireland,Townland
43483,Sheephouse,,Wicklow,Republic of Ireland,Townland
43484,Sheepmoor,Móinteán na gCaorach,Dublin,Republic of Ireland,Townland
43485,Sheep Park,Páirc na gCaorach,Donegal,Republic of Ireland,Townland
43486,Sheepstown,Baile na gCaorach,Kilkenny,Republic of Ireland,Townland
43487,Sheepstown,,Westmeath,Republic of Ireland,Townland
43488,Sheeptown,Baile na gCaorach,Kilkenny,Republic of Ireland,Townland
43489,Sheepwalk,Siúlán na gCaorach,Cork,Republic of Ireland,Townland
43490,Sheepwalk,Ré na gCaorach,Galway,Republic of Ireland,Townland
43491,Sheepwalk,,Kerry,Republic of Ireland,Townland
43492,Sheepwalk,Clochán na gCaorach,Louth,Republic of Ireland,Townland
43493,Sheepwalk,An Bháinseach,Roscommon,Republic of Ireland,Townland
43494,Sheepwalk,,Wexford,Republic of Ireland,Townland
43495,Sheepwalk,,Wicklow,Republic of Ireland,Townland
43496,Sheepwalk East,Ré na gCaorach Thoir,Cork,Republic of Ireland,Townland
43497,Sheepwalk West,Ré na gCaorach Thiar,Cork,Republic of Ireland,Townland
43498,Sheercloon,,Donegal,Republic of Ireland,Townland
43499,Sheerevagh,,Roscommon,Republic of Ireland,Townland
43500,Sheerevagh,Sí Riabhach,Sligo,Republic of Ireland,Townland
43501,Sheeroe,An tSí Rua,Longford,Republic of Ireland,Townland
43502,Sheeroe,An tSlí Rua,Mayo,Republic of Ireland,Townland
43503,Sheetrim,Síotroim,Monaghan,Republic of Ireland,Townland
43504,Sheetrim,Síotroim,Monaghan,Republic of Ireland,Townland
43505,Sheevannan,Sí Mhanannáin,Roscommon,Republic of Ireland,Townland
43506,Sheffield,Caológa Créithir,Leitrim,Republic of Ireland,Townland
43507,Sheheree,Seithe Fhraoigh,Kerry,Republic of Ireland,Townland
43508,Shehy Beg,Seithe Bheag,Cork,Republic of Ireland,Townland
43509,Shehy More,Seithe Mhór,Cork,Republic of Ireland,Townland
43510,Sheilstown,,Wicklow,Republic of Ireland,Townland
43511,Shelbaggan,,Wexford,Republic of Ireland,Townland
43512,Shelbourne,Ais Láir,Offaly,Republic of Ireland,Townland
43513,Shellfield,,Donegal,Republic of Ireland,Townland
43514,Shellumsrath,Ráth an tSiollámaigh,Kilkenny,Republic of Ireland,Townland
43515,Shelmaliere Commons,Coimín Shíol Maoluír,Wexford,Republic of Ireland,Townland
43516,Shelton,Shelton,Wicklow,Republic of Ireland,Townland
43517,Shelton Abbey,Mainistir Shelton,Wicklow,Republic of Ireland,Townland
43518,Shelvins,Na Sealbha,Monaghan,Republic of Ireland,Townland
43519,Shepherdshill,,Wicklow,Republic of Ireland,Townland
43520,Shercock,Searcóg,Cavan,Republic of Ireland,Town/Village
43521,Sheriffhill,Cnoc an tSirriaim,Kildare,Republic of Ireland,Townland
43522,Sherky Island,,Kerry,Republic of Ireland,Townland
43523,Sherlockstown,Baile an Scorlógaigh,Kildare,Republic of Ireland,Townland
43524,Sherlockstown Common,,Kildare,Republic of Ireland,Townland
43525,Sherwood,,Carlow,Republic of Ireland,Townland
43526,Sherwood,,Wexford,Republic of Ireland,Townland
43527,Sherwoodpark,,Carlow,Republic of Ireland,Townland
43528,Shesharoe,An tSeisreach Rua,Tipperary,Republic of Ireland,Townland
43529,Shesheraghkeale,An tSeisreach Chaol,Tipperary,Republic of Ireland,Townland
43530,Shesheraghmore,An tSeisreach Mhór,Tipperary,Republic of Ireland,Townland
43531,Shesheraghscanlan,Seisreach Scanláin,Tipperary,Republic of Ireland,Townland
43532,Sheshia,Seiseadh,Clare,Republic of Ireland,Townland
43533,Sheshiv,Seiseamh,Limerick,Republic of Ireland,Townland
43534,Sheshodonnell East,Seiseadh Uí Dhónaill Thoir,Clare,Republic of Ireland,Townland
43535,Sheshodonnell West,Seiseadh Uí Dhónaill Thiar,Clare,Republic of Ireland,Townland
43536,Sheshoon,Seisiún,Kildare,Republic of Ireland,Townland
43537,Sheshymore,,Clare,Republic of Ireland,Townland
43538,Sheskernagh,,Westmeath,Republic of Ireland,Townland
43539,Sheskin,An Seisceann,Cork,Republic of Ireland,Townland
43540,Sheskin,An Seisceann,Cork,Republic of Ireland,Townland
43541,Sheskin,An Seascann,Leitrim,Republic of Ireland,Townland
43542,Sheskin,An Seisceann,Mayo,Republic of Ireland,Townland
43543,Sheskin,An Seisceann,Monaghan,Republic of Ireland,Townland
43544,Sheskin,An Seisceann,Offaly,Republic of Ireland,Townland
43545,Sheskin,An Seisceann,Tipperary,Republic of Ireland,Townland
43546,Sheskin,An Seisceann,Waterford,Republic of Ireland,Townland
43547,Sheskin,An Seisceann,Waterford,Republic of Ireland,Townland
43548,Sheskin,An Seisceann,Waterford,Republic of Ireland,Townland
43549,Sheskinacurry,Seascann an Churraigh,Leitrim,Republic of Ireland,Townland
43550,Sheskinapoll,Seisceann na bPoll,Donegal,Republic of Ireland,Townland
43551,Sheskinarone,Seascann an Róin,Donegal,Republic of Ireland,Townland
43552,Sheskinatawy,,Donegal,Republic of Ireland,Townland
43553,Sheskinbeg,An Seascann Beag,Donegal,Republic of Ireland,Townland
43554,Sheskin Commons,Coimíneas an tSeiscinn,Kilkenny,Republic of Ireland,Townland
43555,Shesknan,Seisceannán,Leitrim,Republic of Ireland,Townland
43556,Shessanagirba,Seisidh na Geirbe,Galway,Republic of Ireland,Townland
43557,Shessareagh,An tSeisíoch Riabhach,Galway,Republic of Ireland,Townland
43558,Shessiv,Seiseamh,Clare,Republic of Ireland,Townland
43559,Shessiv,,Clare,Republic of Ireland,Townland
43560,Shessy North,Seisidh Thuaidh,Galway,Republic of Ireland,Townland
43561,Shessy South,Seisidh Theas,Galway,Republic of Ireland,Townland
43562,Shevry,Seithe Bhreighe,Tipperary,Republic of Ireland,Townland
43563,Shibbilis,,Cavan,Republic of Ireland,Townland
43564,Shigaunagh,Seangánach,Galway,Republic of Ireland,Townland
43565,Shilbrack,,Wexford,Republic of Ireland,Townland
43566,Shillelagh,Síol Éalaigh,Wicklow,Republic of Ireland,Town/Village
43567,Shilmaine,,Wexford,Republic of Ireland,Townland
43568,Shilmore,,Wexford,Republic of Ireland,Townland
43569,Shinagh,Seanach,Cork,Republic of Ireland,Townland
43570,Shinan,,Cavan,Republic of Ireland,Townland
43571,Shinanagh,Seangánach,Cork,Republic of Ireland,Townland
43572,Shindala,,Kildare,Republic of Ireland,Townland
43573,Shinganagh,Seangánach,Mayo,Republic of Ireland,Townland
43574,Shinganagh,Seangánach,Tipperary,Republic of Ireland,Townland
43575,Shinganagh,Seangánach,Waterford,Republic of Ireland,Townland
43576,Shingaun,,Wexford,Republic of Ireland,Townland
43577,Shingaunagh North,,Clare,Republic of Ireland,Townland
43578,Shingaunagh South,,Clare,Republic of Ireland,Townland
43579,Shinglis,,Westmeath,Republic of Ireland,Townland
43580,Shinnagh,An Sionnach,Kerry,Republic of Ireland,Townland
43581,Shinnagh,Sionnach,Kerry,Republic of Ireland,Townland
43582,Shinnagh,,Mayo,Republic of Ireland,Townland
43583,Shinnanagh,Sionnanach,Galway,Republic of Ireland,Townland
43584,Shinrone,Suí an Róin,Offaly,Republic of Ireland,Town/Village
43585,Shiplough,Cluain Loinge,Cork,Republic of Ireland,Townland
43586,Ship-Pool,Poll na Long,Cork,Republic of Ireland,Townland
43587,Shirsheen,,Wexford,Republic of Ireland,Townland
43588,Shivdelagh,Seimhdileach,Leitrim,Republic of Ireland,Townland
43589,Shivdilla,Seimhdile,Leitrim,Republic of Ireland,Townland
43590,Shoalmore,An Seol Mór,Leitrim,Republic of Ireland,Townland
43591,Shoodaun,Siúdán,Galway,Republic of Ireland,Townland
43592,Shortallstown,Baile an tSoirtéalaigh,Kilkenny,Republic of Ireland,Townland
43593,Shortalstown,,Wexford,Republic of Ireland,Townland
43594,Shortcastle,An Caisleán Gearr,Tipperary,Republic of Ireland,Townland
43595,Shortcastle,An Caisleán Gearr,Tipperary,Republic of Ireland,Townland
43596,Shortstone East,An Chloch Ghearr Uachtarach,Louth,Republic of Ireland,Townland
43597,Shortstone West,An Chloch Ghearr Íochtarach,Louth,Republic of Ireland,Townland
43598,Shortwood,,Kildare,Republic of Ireland,Townland
43599,Shouks,,Wexford,Republic of Ireland,Townland
43600,Shower,Seabhair,Tipperary,Republic of Ireland,Townland
43601,Shreelane,Sraoilleán,Cork,Republic of Ireland,Townland
43602,Shronaboy,,Kerry,Republic of Ireland,Townland
43603,Shronacarton,Srón na Ceártan,Cork,Republic of Ireland,Townland
43604,Shronagree,Srón na Graí,Cork,Republic of Ireland,Townland
43605,Shronagreehy,Srón na Gaoithe,Cork,Republic of Ireland,Townland
43606,Shronahiree Beg,,Kerry,Republic of Ireland,Townland
43607,Shronahiree More,,Kerry,Republic of Ireland,Townland
43608,Shronaloughane,Srón an Locháin,Kerry,Republic of Ireland,Townland
43609,Shrone,An tSrón,Cork,Republic of Ireland,Townland
43610,Shrone,An tSrón,Kerry,Republic of Ireland,Townland
43611,Shrone,Srón,Kerry,Republic of Ireland,Townland
43612,Shrone Beg,Srón Bheag,Kerry,Republic of Ireland,Townland
43613,Shronebeha,Srón Bheithe,Cork,Republic of Ireland,Townland
43614,Shronebeirne,,Kerry,Republic of Ireland,Townland
43615,Shronebirrane,Srón Bioráin,Kerry,Republic of Ireland,Townland
43616,Shronedarragh,,Kerry,Republic of Ireland,Townland
43617,Shrone East,Srón Thoir,Kerry,Republic of Ireland,Townland
43618,Shronell,Srónaill,Tipperary,Republic of Ireland,Townland
43619,Shronell Beg,Srónaill Bheag,Tipperary,Republic of Ireland,Townland
43620,Shronell More,Srónaill Mhór,Tipperary,Republic of Ireland,Townland
43621,Shrone Middle,Srón Láir,Kerry,Republic of Ireland,Townland
43622,Shrone More,Srón Mhór,Kerry,Republic of Ireland,Townland
43623,Shronepookeen,Srón Phúicín,Cork,Republic of Ireland,Townland
43624,Shrone West,Srón Thiar,Kerry,Republic of Ireland,Townland
43625,Shrough,Sruth na Gamhnaí,Tipperary,Republic of Ireland,Townland
43626,Shrubbywood,,Westmeath,Republic of Ireland,Townland
43627,Shrule,Sruthair,Galway,Republic of Ireland,Townland
43628,Shrule,Sruthail,Laois,Republic of Ireland,Townland
43629,Shrule,Sruthail,Longford,Republic of Ireland,Townland
43630,Shrule,Sruthair,Mayo,Republic of Ireland,Town/Village
43631,Shrule,,Wexford,Republic of Ireland,Townland
43632,Shrulegrove,Sruthair,Galway,Republic of Ireland,Townland
43633,Shureen And Ballynasuddery,,Westmeath,Republic of Ireland,Townland
43634,Shurock,,Westmeath,Republic of Ireland,Townland
43635,Shurock,,Westmeath,Republic of Ireland,Townland
43636,Sicily,,Meath,Republic of Ireland,Townland
43637,Siddan,An Sián,Meath,Republic of Ireland,Townland
43638,Sigginstown,,Wexford,Republic of Ireland,Townland
43639,Siginshaggard,Agard an tSigínigh,Wexford,Republic of Ireland,Townland
43640,Sileshaun East,,Clare,Republic of Ireland,Townland
43641,Sileshaun West,,Clare,Republic of Ireland,Townland
43642,Sillagh,Saileach,Kildare,Republic of Ireland,Townland
43643,Sillaheens,Sailchín,Waterford,Republic of Ireland,Townland
43644,Sillahertane,Sailcheartán,Cork,Republic of Ireland,Townland
43645,Sillahertane,Sailcheartán,Kerry,Republic of Ireland,Townland
43646,Silliothill,Cnoc Saileata,Kildare,Republic of Ireland,Townland
43647,Silliothill,Cnoc Saileata,Kildare,Republic of Ireland,Townland
43648,Sillis,Sailis,Monaghan,Republic of Ireland,Townland
43649,Silloge,Saileog,Dublin,Republic of Ireland,Townland
43650,Silloge,An tSaileog,Louth,Republic of Ireland,Townland
43651,Silloge,,Meath,Republic of Ireland,Townland
43652,Silverfort,Garraí an Stocadúnaigh,Tipperary,Republic of Ireland,Townland
43653,Silvergrove,Doire Airgid,Clare,Republic of Ireland,Townland
43654,Silvergrove,Doire Airgid,Cork,Republic of Ireland,Townland
43655,Silverhill,,Clare,Republic of Ireland,Townland
43656,Silverhill,Cnocán an Airgid,Galway,Republic of Ireland,Townland
43657,Silverhill,Cnoc an Airgid,Offaly,Republic of Ireland,Townland
43658,Silverhill,,Sligo,Republic of Ireland,Townland
43659,Silverhill Lower,,Kildare,Republic of Ireland,Townland
43660,Silverhill Upper,,Kildare,Republic of Ireland,Townland
43661,Silvermines,Béal Átha Gabhann,Tipperary,Republic of Ireland,Town/Village
43662,Silverspring,,Wexford,Republic of Ireland,Townland
43663,Silverstream,Sruthán an Airgid,Galway,Republic of Ireland,Townland
43664,Simmonstown,,Kildare,Republic of Ireland,Townland
43665,Simonsland,Baile Shíomoin,Kilkenny,Republic of Ireland,Townland
43666,Simonstown,Baile Shíomóin,Louth,Republic of Ireland,Townland
43667,Simonstown,Baile Shíomóin,Meath,Republic of Ireland,Townland
43668,Simonstown,,Westmeath,Republic of Ireland,Townland
43669,Simonstown East,,Kildare,Republic of Ireland,Townland
43670,Simonstown West,,Kildare,Republic of Ireland,Townland
43671,Singland,Saingeal,Limerick,Republic of Ireland,Townland
43672,Sinnottsmill,,Wexford,Republic of Ireland,Townland
43673,Sinnottstown,Baile an tSionóidigh,Wexford,Republic of Ireland,Townland
43674,Sion,,Kildare,Republic of Ireland,Townland
43675,Sion,Sión,Waterford,Republic of Ireland,Townland
43676,Sion,,Wexford,Republic of Ireland,Townland
43677,Sionhermitage,Sión,Kilkenny,Republic of Ireland,Townland
43678,Sionhill,,Westmeath,Republic of Ireland,Townland
43679,Sixacre,,Wexford,Republic of Ireland,Townland
43680,Sixmilebridge,Droichead Abhann Ó gCearnaigh,Clare,Republic of Ireland,Town/Village
43681,Sixnoggins,Na Sé Naigín,Mayo,Republic of Ireland,Townland
43682,Sixty Acres,,Donegal,Republic of Ireland,Townland
43683,Skagh,An Sceach,Cork,Republic of Ireland,Townland
43684,Skagh,An Sceach,Limerick,Republic of Ireland,Townland
43685,Skaghardgannon,Sceach Ard gCeanannais,Cork,Republic of Ireland,Townland
43686,Skaghvickincrow,Sceach Mhic Conchró,Clare,Republic of Ireland,Townland
43687,Skahanagh,An Sceachánach,Cork,Republic of Ireland,Townland
43688,Skahanagh,An Sceachánach,Cork,Republic of Ireland,Townland
43689,Skahanagh,,Kerry,Republic of Ireland,Townland
43690,Skahanagh Beg,An Sceachánach Bheag,Cork,Republic of Ireland,Townland
43691,Skahanagh Beg,An Sceachánach Bheag,Cork,Republic of Ireland,Townland
43692,Skahanagh Lower,An Sceachánach Íochtarach,Cork,Republic of Ireland,Townland
43693,Skahanagh More,An Sceachánach Mhór,Cork,Republic of Ireland,Townland
43694,Skahanagh More,An Sceachánach Mhór,Cork,Republic of Ireland,Townland
43695,Skahanagh North,An Sceachánach Thuaidh,Cork,Republic of Ireland,Townland
43696,Skahanagh South,An Sceachánach Theas,Cork,Republic of Ireland,Townland
43697,Skahanrane,,Carlow,Republic of Ireland,Townland
43698,Skahard,An Sceach Ard,Limerick,Republic of Ireland,Townland
43699,Skahies,,Kerry,Republic of Ireland,Townland
43700,Skanagore,Sceach na nGabhar,Cork,Republic of Ireland,Townland
43701,Skarragh,Scarbhach,Cork,Republic of Ireland,Townland
43702,Skeachorn,Sceith Theorann,Monaghan,Republic of Ireland,Townland
43703,Skeaf,Scéimh,Cork,Republic of Ireland,Townland
43704,Skeaf East,Scéimh Thoir,Cork,Republic of Ireland,Townland
43705,Skeaf West,Scéimh Thiar,Cork,Republic of Ireland,Townland
43706,Skeagarvey,Sceith Ghairbhíth,Monaghan,Republic of Ireland,Townland
43707,Skeagh,An Sceach,Cavan,Republic of Ireland,Townland
43708,Skeagh,Sceitheach,Cavan,Republic of Ireland,Townland
43709,Skeagh,An Sceach,Cork,Republic of Ireland,Townland
43710,Skeagh,An Sceach,Donegal,Republic of Ireland,Townland
43711,Skeagh,An Sceach,Dublin,Republic of Ireland,Townland
43712,Skeagh,,Laois,Republic of Ireland,Townland
43713,Skeagh,Sceitheach,Monaghan,Republic of Ireland,Townland
43714,Skeagh,,Roscommon,Republic of Ireland,Townland
43715,Skeagh,An Sceach,Tipperary,Republic of Ireland,Townland
