Statistic Label,CensusYear,Sex,Single Year of Age,County and City,UNIT,VALUE
Population,2016,Male,96 years,Clare,Number,5
Population,2016,Male,97 years,Clare,Number,5
Population,2016,Male,98 years,Clare,Number,5
Population,2016,Male,99 years,Clare,Number,1
Population,2016,Male,100 years and over,Clare,Number,4
Population,2016,Female,60 years,Clare,Number,703
Population,2016,Female,61 years,Clare,Number,657
Population,2016,Female,62 years,Clare,Number,693
Population,2016,Female,63 years,Clare,Number,674
Population,2016,Female,64 years,Clare,Number,620
Population,2016,Female,65 years,Clare,Number,657
Population,2016,Female,66 years,Clare,Number,631
Population,2016,Female,67 years,Clare,Number,625
Population,2016,Female,68 years,Clare,Number,547
Population,2016,Female,69 years,Clare,Number,599
Population,2016,Female,70 years,Clare,Number,558
Population,2016,Female,71 years,Clare,Number,523
Population,2016,Female,72 years,Clare,Number,420
Population,2016,Female,73 years,Clare,Number,424
Population,2016,Female,74 years,Clare,Number,360
Population,2016,Female,75 years,Clare,Number,373
Population,2016,Female,76 years,Clare,Number,339
Population,2016,Female,77 years,Clare,Number,330
Population,2016,Female,78 years,Clare,Number,273
Population,2016,Female,79 years,Clare,Number,282
Population,2016,Female,80 years,Clare,Number,277
Population,2016,Female,81 years,Clare,Number,249
Population,2016,Female,82 years,Clare,Number,206
Population,2016,Female,83 years,Clare,Number,200
Population,2016,Female,84 years,Clare,Number,191
Population,2016,Female,85 years,Clare,Number,167
Population,2016,Female,86 years,Clare,Number,167
Population,2016,Female,87 years,Clare,Number,140
Population,2016,Female,88 years,Clare,Number,113
Population,2016,Female,89 years,Clare,Number,117
Population,2016,Female,90 years,Clare,Number,101
Population,2016,Female,91 years,Clare,Number,94
Population,2016,Female,92 years,Clare,Number,65
Population,2016,Female,93 years,Clare,Number,60
Population,2016,Female,94 years,Clare,Number,42
Population,2016,Female,95 years,Clare,Number,34
Population,2016,Female,96 years,Clare,Number,28
Population,2016,Female,97 years,Clare,Number,11
Population,2016,Female,98 years,Clare,Number,11
Population,2016,Female,99 years,Clare,Number,8
Population,2016,Female,100 years and over,Clare,Number,14
Population,2022,Male,60 years,Clare,Number,783
Population,2022,Male,61 years,Clare,Number,756
Population,2022,Male,62 years,Clare,Number,754
Population,2022,Male,63 years,Clare,Number,782
Population,2022,Male,64 years,Clare,Number,712
Population,2022,Male,65 years,Clare,Number,691
Population,2022,Male,66 years,Clare,Number,647
Population,2022,Male,67 years,Clare,Number,672
Population,2022,Male,68 years,Clare,Number,637
Population,2022,Male,69 years,Clare,Number,673
Population,2022,Male,70 years,Clare,Number,604
Population,2022,Male,71 years,Clare,Number,596
Population,2022,Male,72 years,Clare,Number,605
Population,2022,Male,73 years,Clare,Number,542
Population,2022,Male,74 years,Clare,Number,540
Population,2022,Male,75 years,Clare,Number,507
Population,2022,Male,76 years,Clare,Number,478
Population,2022,Male,77 years,Clare,Number,442
Population,2022,Male,78 years,Clare,Number,416
Population,2022,Male,79 years,Clare,Number,314
Population,2022,Male,80 years,Clare,Number,295
Population,2022,Male,81 years,Clare,Number,271
Population,2022,Male,82 years,Clare,Number,239
Population,2022,Male,83 years,Clare,Number,222
Population,2022,Male,84 years,Clare,Number,187
Population,2022,Male,85 years,Clare,Number,174
Population,2022,Male,86 years,Clare,Number,158
Population,2022,Male,87 years,Clare,Number,113
Population,2022,Male,88 years,Clare,Number,114
Population,2022,Male,89 years,Clare,Number,75
Population,2022,Male,90 years,Clare,Number,68
Population,2022,Male,91 years,Clare,Number,49
Population,2022,Male,92 years,Clare,Number,28
Population,2022,Male,93 years,Clare,Number,20
Population,2022,Male,94 years,Clare,Number,14
Population,2022,Male,95 years,Clare,Number,13
Population,2022,Male,96 years,Clare,Number,12
Population,2022,Male,97 years,Clare,Number,11
Population,2022,Male,98 years,Clare,Number,3
Population,2022,Male,99 years,Clare,Number,3
Population,2022,Male,100 years and over,Clare,Number,3
Population,2022,Female,60 years,Clare,Number,757
Population,2022,Female,61 years,Clare,Number,737
Population,2022,Female,62 years,Clare,Number,738
Population,2022,Female,63 years,Clare,Number,794
Population,2022,Female,64 years,Clare,Number,719
Population,2022,Female,65 years,Clare,Number,650
Population,2022,Female,66 years,Clare,Number,704
Population,2022,Female,67 years,Clare,Number,689
Population,2022,Female,68 years,Clare,Number,648
Population,2022,Female,69 years,Clare,Number,616
Population,2022,Female,70 years,Clare,Number,626
Population,2022,Female,71 years,Clare,Number,595
Population,2022,Female,72 years,Clare,Number,636
Population,2022,Female,73 years,Clare,Number,571
Population,2022,Female,74 years,Clare,Number,536
Population,2022,Female,75 years,Clare,Number,551
Population,2022,Female,76 years,Clare,Number,498
Population,2022,Female,77 years,Clare,Number,452
Population,2022,Female,78 years,Clare,Number,377
Population,2022,Female,79 years,Clare,Number,379
Population,2022,Female,80 years,Clare,Number,299
Population,2022,Female,81 years,Clare,Number,312
Population,2022,Female,82 years,Clare,Number,287
Population,2022,Female,83 years,Clare,Number,254
Population,2022,Female,84 years,Clare,Number,207
Population,2022,Female,85 years,Clare,Number,202
Population,2022,Female,86 years,Clare,Number,197
Population,2022,Female,87 years,Clare,Number,170
Population,2022,Female,88 years,Clare,Number,144
Population,2022,Female,89 years,Clare,Number,132
Population,2022,Female,90 years,Clare,Number,106
Population,2022,Female,91 years,Clare,Number,89
Population,2022,Female,92 years,Clare,Number,71
Population,2022,Female,93 years,Clare,Number,58
Population,2022,Female,94 years,Clare,Number,40
Population,2022,Female,95 years,Clare,Number,38
Population,2022,Female,96 years,Clare,Number,28
Population,2022,Female,97 years,Clare,Number,20
Population,2022,Female,98 years,Clare,Number,12
Population,2022,Female,99 years,Clare,Number,11
Population,2022,Female,100 years and over,Clare,Number,16
Population,2011,Male,60 years,Cork City and Cork County,Number,2566
Population,2011,Male,61 years,Cork City and Cork County,Number,2557
Population,2011,Male,62 years,Cork City and Cork County,Number,2564
Population,2011,Male,63 years,Cork City and Cork County,Number,2464
Population,2011,Male,64 years,Cork City and Cork County,Number,2431
Population,2011,Male,65 years,Cork City and Cork County,Number,2345
Population,2011,Male,66 years,Cork City and Cork County,Number,2112
Population,2011,Male,67 years,Cork City and Cork County,Number,1945
Population,2011,Male,68 years,Cork City and Cork County,Number,1700
Population,2011,Male,69 years,Cork City and Cork County,Number,1755
Population,2011,Male,70 years,Cork City and Cork County,Number,1542
Population,2011,Male,71 years,Cork City and Cork County,Number,1622
Population,2011,Male,72 years,Cork City and Cork County,Number,1433
Population,2011,Male,73 years,Cork City and Cork County,Number,1390
Population,2011,Male,74 years,Cork City and Cork County,Number,1379
Population,2011,Male,75 years,Cork City and Cork County,Number,1239
Population,2011,Male,76 years,Cork City and Cork County,Number,1195
Population,2011,Male,77 years,Cork City and Cork County,Number,1086
Population,2011,Male,78 years,Cork City and Cork County,Number,986
Population,2011,Male,79 years,Cork City and Cork County,Number,924
Population,2011,Male,80 years,Cork City and Cork County,Number,894
Population,2011,Male,81 years,Cork City and Cork County,Number,751
Population,2011,Male,82 years,Cork City and Cork County,Number,645
Population,2011,Male,83 years,Cork City and Cork County,Number,506
Population,2011,Male,84 years,Cork City and Cork County,Number,515
Population,2011,Male,85 years,Cork City and Cork County,Number,428
Population,2011,Male,86 years,Cork City and Cork County,Number,376
Population,2011,Male,87 years,Cork City and Cork County,Number,309
Population,2011,Male,88 years,Cork City and Cork County,Number,244
Population,2011,Male,89 years,Cork City and Cork County,Number,192
Population,2011,Male,90 years,Cork City and Cork County,Number,142
Population,2011,Male,91 years,Cork City and Cork County,Number,122
Population,2011,Male,92 years,Cork City and Cork County,Number,84
Population,2011,Male,93 years,Cork City and Cork County,Number,54
Population,2011,Male,94 years,Cork City and Cork County,Number,46
Population,2011,Male,95 years,Cork City and Cork County,Number,33
Population,2011,Male,96 years,Cork City and Cork County,Number,21
Population,2011,Male,97 years,Cork City and Cork County,Number,16
Population,2011,Male,98 years,Cork City and Cork County,Number,10
Population,2011,Male,99 years,Cork City and Cork County,Number,4
Population,2011,Male,100 years and over,Cork City and Cork County,Number,3
Population,2011,Female,60 years,Cork City and Cork County,Number,2642
Population,2011,Female,61 years,Cork City and Cork County,Number,2456
Population,2011,Female,62 years,Cork City and Cork County,Number,2492
Population,2011,Female,63 years,Cork City and Cork County,Number,2418
Population,2011,Female,64 years,Cork City and Cork County,Number,2357
Population,2011,Female,65 years,Cork City and Cork County,Number,2322
Population,2011,Female,66 years,Cork City and Cork County,Number,2172
Population,2011,Female,67 years,Cork City and Cork County,Number,1970
Population,2011,Female,68 years,Cork City and Cork County,Number,1923
Population,2011,Female,69 years,Cork City and Cork County,Number,1754
Population,2011,Female,70 years,Cork City and Cork County,Number,1663
Population,2011,Female,71 years,Cork City and Cork County,Number,1718
Population,2011,Female,72 years,Cork City and Cork County,Number,1619
Population,2011,Female,73 years,Cork City and Cork County,Number,1505
Population,2011,Female,74 years,Cork City and Cork County,Number,1503
Population,2011,Female,75 years,Cork City and Cork County,Number,1499
Population,2011,Female,76 years,Cork City and Cork County,Number,1384
Population,2011,Female,77 years,Cork City and Cork County,Number,1365
Population,2011,Female,78 years,Cork City and Cork County,Number,1217
Population,2011,Female,79 years,Cork City and Cork County,Number,1209
Population,2011,Female,80 years,Cork City and Cork County,Number,1109
Population,2011,Female,81 years,Cork City and Cork County,Number,1120
Population,2011,Female,82 years,Cork City and Cork County,Number,992
Population,2011,Female,83 years,Cork City and Cork County,Number,862
Population,2011,Female,84 years,Cork City and Cork County,Number,841
Population,2011,Female,85 years,Cork City and Cork County,Number,712
Population,2011,Female,86 years,Cork City and Cork County,Number,691
Population,2011,Female,87 years,Cork City and Cork County,Number,643
Population,2011,Female,88 years,Cork City and Cork County,Number,572
Population,2011,Female,89 years,Cork City and Cork County,Number,424
Population,2011,Female,90 years,Cork City and Cork County,Number,378
Population,2011,Female,91 years,Cork City and Cork County,Number,311
Population,2011,Female,92 years,Cork City and Cork County,Number,219
Population,2011,Female,93 years,Cork City and Cork County,Number,151
Population,2011,Female,94 years,Cork City and Cork County,Number,147
Population,2011,Female,95 years,Cork City and Cork County,Number,105
Population,2011,Female,96 years,Cork City and Cork County,Number,78
Population,2011,Female,97 years,Cork City and Cork County,Number,55
Population,2011,Female,98 years,Cork City and Cork County,Number,40
Population,2011,Female,99 years,Cork City and Cork County,Number,26
Population,2011,Female,100 years and over,Cork City and Cork County,Number,33
Population,2016,Male,60 years,Cork City and Cork County,Number,2833
Population,2016,Male,61 years,Cork City and Cork County,Number,2772
Population,2016,Male,62 years,Cork City and Cork County,Number,2718
Population,2016,Male,63 years,Cork City and Cork County,Number,2698
Population,2016,Male,64 years,Cork City and Cork County,Number,2584
Population,2016,Male,65 years,Cork City and Cork County,Number,2542
Population,2016,Male,66 years,Cork City and Cork County,Number,2451
Population,2016,Male,67 years,Cork City and Cork County,Number,2395
Population,2016,Male,68 years,Cork City and Cork County,Number,2328
Population,2016,Male,69 years,Cork City and Cork County,Number,2281
Population,2016,Male,70 years,Cork City and Cork County,Number,2165
Population,2016,Male,71 years,Cork City and Cork County,Number,1959
Population,2016,Male,72 years,Cork City and Cork County,Number,1826
Population,2016,Male,73 years,Cork City and Cork County,Number,1542
Population,2016,Male,74 years,Cork City and Cork County,Number,1595
Population,2016,Male,75 years,Cork City and Cork County,Number,1338
Population,2016,Male,76 years,Cork City and Cork County,Number,1394
Population,2016,Male,77 years,Cork City and Cork County,Number,1237
Population,2016,Male,78 years,Cork City and Cork County,Number,1176
Population,2016,Male,79 years,Cork City and Cork County,Number,1120
Population,2016,Male,80 years,Cork City and Cork County,Number,1034
Population,2016,Male,81 years,Cork City and Cork County,Number,955
Population,2016,Male,82 years,Cork City and Cork County,Number,830
Population,2016,Male,83 years,Cork City and Cork County,Number,714
Population,2016,Male,84 years,Cork City and Cork County,Number,642
Population,2016,Male,85 years,Cork City and Cork County,Number,591
Population,2016,Male,86 years,Cork City and Cork County,Number,436
Population,2016,Male,87 years,Cork City and Cork County,Number,352
Population,2016,Male,88 years,Cork City and Cork County,Number,263
Population,2016,Male,89 years,Cork City and Cork County,Number,243
Population,2016,Male,90 years,Cork City and Cork County,Number,180
Population,2016,Male,91 years,Cork City and Cork County,Number,158
Population,2016,Male,92 years,Cork City and Cork County,Number,105
Population,2016,Male,93 years,Cork City and Cork County,Number,83
Population,2016,Male,94 years,Cork City and Cork County,Number,69
Population,2016,Male,95 years,Cork City and Cork County,Number,35
Population,2016,Male,96 years,Cork City and Cork County,Number,34
Population,2016,Male,97 years,Cork City and Cork County,Number,16
Population,2016,Male,98 years,Cork City and Cork County,Number,11
Population,2016,Male,99 years,Cork City and Cork County,Number,11
Population,2016,Male,100 years and over,Cork City and Cork County,Number,9
Population,2016,Female,60 years,Cork City and Cork County,Number,2870
Population,2016,Female,61 years,Cork City and Cork County,Number,2760
Population,2016,Female,62 years,Cork City and Cork County,Number,2737
